module	path	proposed_tier	confidence	source_markers	reusable_markers	public_declaration_count	direct_project_imports	required_action	proposed_canonical_family	cross_lane_dependency	rationale
NumStability.Algorithms.RandNLA.RowSampling	NumStability/Algorithms/RandNLA/RowSampling.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=61;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=61;public_declarations=61;definitional_declarations=27;doc_generality_refs=0;reusable_tier_imports=4	61	4	plan_reusable_relocation	NumStability.Algorithms.Sketching.RandNLA	NON_HIGHAM_SOURCE_REVIEW_REQUIRED	Source-neutral reusable mathematics: 61 of 61 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Algorithms.Sketching.RandNLA as reusable cannot create a forbidden reusable-to-source edge; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability/Algorithms/RandNLA/RowSamplingGram.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=96;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=95;public_declarations=95;definitional_declarations=19;doc_generality_refs=12;reusable_tier_imports=2	95	2	plan_reusable_relocation	NumStability.Algorithms.Sketching.RandNLA	NON_HIGHAM_SOURCE_REVIEW_REQUIRED	Source-neutral reusable mathematics: 95 of 95 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Algorithms.Sketching.RandNLA as reusable cannot create a forbidden reusable-to-source edge; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.RandNLA.RowSamplingLeverage	NumStability/Algorithms/RandNLA/RowSamplingLeverage.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=20;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=20;public_declarations=20;definitional_declarations=4;doc_generality_refs=1;reusable_tier_imports=1	20	1	plan_reusable_relocation	NumStability.Algorithms.Sketching.RandNLA	NON_HIGHAM_SOURCE_REVIEW_REQUIRED	Source-neutral reusable mathematics: 20 of 20 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Algorithms.Sketching.RandNLA as reusable cannot create a forbidden reusable-to-source edge; 5 direct consumer(s) at the frozen base.
NumStability.Algorithms.RandNLA.RowSamplingLeverageComputedBasis	NumStability/Algorithms/RandNLA/RowSamplingLeverageComputedBasis.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=43;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=43;public_declarations=43;definitional_declarations=10;doc_generality_refs=2;reusable_tier_imports=2	43	2	plan_reusable_relocation	NumStability.Algorithms.Sketching.RandNLA	NON_HIGHAM_SOURCE_REVIEW_REQUIRED	Source-neutral reusable mathematics: 43 of 43 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Algorithms.Sketching.RandNLA as reusable cannot create a forbidden reusable-to-source edge; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.RandNLA.RowSamplingLeverageMGF	NumStability/Algorithms/RandNLA/RowSamplingLeverageMGF.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=32;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=4;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=32;public_declarations=32;definitional_declarations=1;doc_generality_refs=4;reusable_tier_imports=3	32	3	plan_reusable_relocation	NumStability.Algorithms.Sketching.RandNLA	NON_HIGHAM_SOURCE_REVIEW_REQUIRED	Source-neutral reusable mathematics: 32 of 32 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Algorithms.Sketching.RandNLA as reusable cannot create a forbidden reusable-to-source edge; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.RandNLA.RowSamplingTraceMGF	NumStability/Algorithms/RandNLA/RowSamplingTraceMGF.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=11;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=11;public_declarations=11;definitional_declarations=2;doc_generality_refs=1;reusable_tier_imports=2	11	2	plan_reusable_relocation	NumStability.Algorithms.Sketching.RandNLA	NON_HIGHAM_SOURCE_REVIEW_REQUIRED	Source-neutral reusable mathematics: 11 of 11 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Algorithms.Sketching.RandNLA as reusable cannot create a forbidden reusable-to-source edge; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability/Algorithms/RandNLA/UniformRowSampling.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=33;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=32;public_declarations=32;definitional_declarations=6;doc_generality_refs=1;reusable_tier_imports=1	32	1	plan_reusable_relocation	NumStability.Algorithms.Sketching.RandNLA	NON_HIGHAM_SOURCE_REVIEW_REQUIRED	Source-neutral reusable mathematics: 32 of 32 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Algorithms.Sketching.RandNLA as reusable cannot create a forbidden reusable-to-source edge; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.RandNLA.UniformRowSamplingComposition	NumStability/Algorithms/RandNLA/UniformRowSamplingComposition.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=11;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=11;public_declarations=11;definitional_declarations=6;doc_generality_refs=0;reusable_tier_imports=2	11	2	plan_reusable_relocation	NumStability.Algorithms.Sketching.RandNLA	NON_HIGHAM_SOURCE_REVIEW_REQUIRED	Source-neutral reusable mathematics: 11 of 11 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Algorithms.Sketching.RandNLA as reusable cannot create a forbidden reusable-to-source edge; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability/Algorithms/RandNLA/UniformRowSamplingFP.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=361;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=3;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=361;public_declarations=361;definitional_declarations=113;doc_generality_refs=11;reusable_tier_imports=1	361	1	plan_reusable_relocation	NumStability.Algorithms.Sketching.RandNLA	NON_HIGHAM_SOURCE_REVIEW_REQUIRED	Source-neutral reusable mathematics: 361 of 361 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Algorithms.Sketching.RandNLA as reusable cannot create a forbidden reusable-to-source edge; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.RandNLA.UniformRowSamplingMGF	NumStability/Algorithms/RandNLA/UniformRowSamplingMGF.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=32;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=32;public_declarations=32;definitional_declarations=1;doc_generality_refs=1;reusable_tier_imports=3	32	3	plan_reusable_relocation	NumStability.Algorithms.Sketching.RandNLA	NON_HIGHAM_SOURCE_REVIEW_REQUIRED	Source-neutral reusable mathematics: 32 of 32 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Algorithms.Sketching.RandNLA as reusable cannot create a forbidden reusable-to-source edge; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.RankOneUpdate	NumStability/Algorithms/RankOneUpdate.lean	source	medium	name_locator=;name_process_word=;located_declarations=0;declarations=8;doc_numbered_refs=7;doc_higham_refs=4;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=8;public_declarations=8;definitional_declarations=3;doc_generality_refs=0;reusable_tier_imports=2	8	2	plan_source_extraction	NumStability.Source.Higham.Chapter03	none	Numbered Higham Chapter 03 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 8 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter03 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.SquareDifference	NumStability/Algorithms/SquareDifference.lean	source	medium	name_locator=;name_process_word=;located_declarations=0;declarations=6;doc_numbered_refs=5;doc_higham_refs=2;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=6;public_declarations=6;definitional_declarations=2;doc_generality_refs=0;reusable_tier_imports=1	6	1	plan_source_extraction	NumStability.Source.Higham.Chapter03	none	Numbered Higham Chapter 03 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 6 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter03 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.StationaryIteration	NumStability/Algorithms/StationaryIteration.lean	mixed_pending_split	medium	name_locator=;name_process_word=;located_declarations=3;declarations=139;doc_numbered_refs=47;doc_higham_refs=66;doc_book_refs=18;doc_display_refs=80;source_tier_imports=0	neutral_public_declarations=128;public_declarations=131;definitional_declarations=33;doc_generality_refs=2;reusable_tier_imports=3	131	3	plan_semantic_split: reusable splitting/iteration-matrix API (128 source-neutral public declarations) -> NumStability.Algorithms.LinearSystems.StationaryIteration; the three source-facing declarations computedIteration_of_sourceComputedIteration, singular_consistent_source_term_eq_I_sub_G and one_step_error_source -> NumStability.Source.Higham.Chapter17	NumStability.Algorithms.LinearSystems.StationaryIteration	none	Reviewed mixed owner: 3 public declarations carry numbered-source locators and 128 are source-neutral, so the file owns both tiers. reusable splitting/iteration-matrix API (128 source-neutral public declarations) -> NumStability.Algorithms.LinearSystems.StationaryIteration; the three source-facing declarations computedIteration_of_sourceComputedIteration, singular_consistent_source_term_eq_I_sub_G and one_step_error_source -> NumStability.Source.Higham.Chapter17. Split before claiming complete tier coverage; 10 direct consumer(s) at the frozen base.
NumStability.Algorithms.StationaryIterationDrazin	NumStability/Algorithms/StationaryIterationDrazin.lean	reusable	medium	name_locator=;name_process_word=;located_declarations=0;declarations=41;doc_numbered_refs=1;doc_higham_refs=23;doc_book_refs=30;doc_display_refs=98;source_tier_imports=0	neutral_public_declarations=41;public_declarations=41;definitional_declarations=2;doc_generality_refs=0;reusable_tier_imports=4	41	4	defer_pending_upstream_split	NumStability.Algorithms.LinearSystems.StationaryIteration	REUSABLE_BLOCKED_BY:NumStability.Algorithms.StationaryIteration	Source-neutral reusable content (41 of 41 public declarations source-neutral) whose transitive closure still reaches the numbered-source tier through NumStability.Algorithms.StationaryIteration. Registering it reusable today would create a forbidden reusable-to-source edge, so the row is deferred: reclassify and relocate to NumStability.Algorithms.LinearSystems.StationaryIteration only after that owner is split.
NumStability.Algorithms.StationaryIterationRounded	NumStability/Algorithms/StationaryIterationRounded.lean	reusable	medium	name_locator=;name_process_word=;located_declarations=5;declarations=16;doc_numbered_refs=2;doc_higham_refs=2;doc_book_refs=1;doc_display_refs=16;source_tier_imports=0	neutral_public_declarations=11;public_declarations=16;definitional_declarations=5;doc_generality_refs=1;reusable_tier_imports=4	16	4	defer_pending_upstream_split	NumStability.Algorithms.LinearSystems.StationaryIteration	REUSABLE_BLOCKED_BY:NumStability.Algorithms.StationaryIteration	Source-neutral reusable content (11 of 16 public declarations source-neutral) whose transitive closure still reaches the numbered-source tier through NumStability.Algorithms.StationaryIteration. Registering it reusable today would create a forbidden reusable-to-source edge, so the row is deferred: reclassify and relocate to NumStability.Algorithms.LinearSystems.StationaryIteration only after that owner is split.
NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability/Algorithms/StationaryIterationSemiconvergent.lean	reusable	medium	name_locator=;name_process_word=;located_declarations=0;declarations=20;doc_numbered_refs=0;doc_higham_refs=19;doc_book_refs=14;doc_display_refs=45;source_tier_imports=0	neutral_public_declarations=20;public_declarations=20;definitional_declarations=3;doc_generality_refs=5;reusable_tier_imports=3	20	3	defer_pending_upstream_split	NumStability.Algorithms.LinearSystems.StationaryIteration	REUSABLE_BLOCKED_BY:NumStability.Algorithms.StationaryIteration	Source-neutral reusable content (20 of 20 public declarations source-neutral) whose transitive closure still reaches the numbered-source tier through NumStability.Algorithms.StationaryIteration. Registering it reusable today would create a forbidden reusable-to-source edge, so the row is deferred: reclassify and relocate to NumStability.Algorithms.LinearSystems.StationaryIteration only after that owner is split.
NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability/Algorithms/StationaryIterationSemiconvergentExistence.lean	reusable	medium	name_locator=;name_process_word=;located_declarations=0;declarations=10;doc_numbered_refs=0;doc_higham_refs=4;doc_book_refs=5;doc_display_refs=8;source_tier_imports=0	neutral_public_declarations=10;public_declarations=10;definitional_declarations=1;doc_generality_refs=3;reusable_tier_imports=1	10	1	defer_pending_upstream_split	NumStability.Algorithms.LinearSystems.StationaryIteration	REUSABLE_BLOCKED_BY:NumStability.Algorithms.StationaryIteration	Source-neutral reusable content (10 of 10 public declarations source-neutral) whose transitive closure still reaches the numbered-source tier through NumStability.Algorithms.StationaryIteration. Registering it reusable today would create a forbidden reusable-to-source edge, so the row is deferred: reclassify and relocate to NumStability.Algorithms.LinearSystems.StationaryIteration only after that owner is split.
NumStability.Algorithms.TestMatrices.Higham28	NumStability/Algorithms/TestMatrices/Higham28.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=1;declarations=80;doc_numbered_refs=26;doc_higham_refs=22;doc_book_refs=10;doc_display_refs=19;source_tier_imports=0	neutral_public_declarations=79;public_declarations=80;definitional_declarations=35;doc_generality_refs=4;reusable_tier_imports=1	80	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 1 of 80 public declarations carry a numbered locator or source process word (for example higham28_theorem28_1_product_orthogonal). Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 5 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28Asymptotics	NumStability/Algorithms/TestMatrices/Higham28Asymptotics.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=18;doc_numbered_refs=1;doc_higham_refs=3;doc_book_refs=5;doc_display_refs=3;source_tier_imports=0	neutral_public_declarations=18;public_declarations=18;definitional_declarations=12;doc_generality_refs=0;reusable_tier_imports=1	18	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 18 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 5 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28Cauchy	NumStability/Algorithms/TestMatrices/Higham28Cauchy.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=44;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=44;public_declarations=44;definitional_declarations=5;doc_generality_refs=0;reusable_tier_imports=1	44	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 44 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28Companion	NumStability/Algorithms/TestMatrices/Higham28Companion.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=16;doc_numbered_refs=0;doc_higham_refs=4;doc_book_refs=2;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=13;public_declarations=13;definitional_declarations=3;doc_generality_refs=0;reusable_tier_imports=2	13	2	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 13 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability/Algorithms/TestMatrices/Higham28CompanionSpectral.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=61;doc_numbered_refs=2;doc_higham_refs=9;doc_book_refs=5;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=33;public_declarations=33;definitional_declarations=11;doc_generality_refs=1;reusable_tier_imports=1	33	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 33 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability/Algorithms/TestMatrices/Higham28Contracts.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=1;declarations=73;doc_numbered_refs=1;doc_higham_refs=9;doc_book_refs=12;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=65;public_declarations=66;definitional_declarations=22;doc_generality_refs=1;reusable_tier_imports=5	66	5	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 1 of 66 public declarations carry a numbered locator or source process word (for example higham9_sineMatrix_isOrthogonal). Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 7 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28Exact	NumStability/Algorithms/TestMatrices/Higham28Exact.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=32;doc_numbered_refs=2;doc_higham_refs=5;doc_book_refs=3;doc_display_refs=7;source_tier_imports=0	neutral_public_declarations=32;public_declarations=32;definitional_declarations=3;doc_generality_refs=5;reusable_tier_imports=1	32	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 32 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GaussianDirection	NumStability/Algorithms/TestMatrices/Higham28GaussianDirection.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=10;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=10;public_declarations=10;definitional_declarations=5;doc_generality_refs=0;reusable_tier_imports=1	10	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 10 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability/Algorithms/TestMatrices/Higham28GaussianOrthogonal.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=25;doc_numbered_refs=1;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=25;public_declarations=25;definitional_declarations=8;doc_generality_refs=0;reusable_tier_imports=0	25	0	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 25 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability/Algorithms/TestMatrices/Higham28GaussianQRHaar.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=60;doc_numbered_refs=0;doc_higham_refs=1;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=56;public_declarations=56;definitional_declarations=17;doc_generality_refs=0;reusable_tier_imports=3	56	3	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 56 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability/Algorithms/TestMatrices/Higham28Ginibre.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=20;doc_numbered_refs=0;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=19;public_declarations=19;definitional_declarations=4;doc_generality_refs=0;reusable_tier_imports=2	19	2	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 19 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	NumStability/Algorithms/TestMatrices/Higham28GinibreAbsoluteDetRecurrence.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=43;doc_numbered_refs=0;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=35;public_declarations=35;definitional_declarations=12;doc_generality_refs=0;reusable_tier_imports=3	35	3	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 35 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreAtlas	NumStability/Algorithms/TestMatrices/Higham28GinibreAtlas.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=20;doc_numbered_refs=0;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=20;public_declarations=20;definitional_declarations=5;doc_generality_refs=1;reusable_tier_imports=1	20	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 20 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability/Algorithms/TestMatrices/Higham28GinibreCharacteristicProduct.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=91;doc_numbered_refs=0;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=89;public_declarations=89;definitional_declarations=15;doc_generality_refs=2;reusable_tier_imports=1	89	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 89 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability/Algorithms/TestMatrices/Higham28GinibreComplexPairs.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=14;doc_numbered_refs=0;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=12;public_declarations=12;definitional_declarations=2;doc_generality_refs=0;reusable_tier_imports=1	12	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 12 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreCorollary31Factor	NumStability/Algorithms/TestMatrices/Higham28GinibreCorollary31Factor.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=3;doc_numbered_refs=3;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=3;public_declarations=3;definitional_declarations=0;doc_generality_refs=0;reusable_tier_imports=2	3	2	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 3 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantIntegral	NumStability/Algorithms/TestMatrices/Higham28GinibreDeterminantIntegral.lean	source	medium	name_locator=Higham28;name_process_word=;located_declarations=0;declarations=1;doc_numbered_refs=0;doc_higham_refs=1;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=1;public_declarations=1;definitional_declarations=0;doc_generality_refs=0;reusable_tier_imports=1	1	1	plan_source_extraction	NumStability.Source.Higham.Chapter28	none	Numbered Higham Chapter 28 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 1 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter28 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
